UPC,IMDB
881394108721,tt1078904
881677825437,tt0431126
881677825451,tt0368226
881737130099,tt0426697
881737130143,tt0426697
881737130150,tt0426697
881737130174,tt0426697
881737130198,tt0426697
881737130204,tt0426697
881737130211,tt0426697
881737130297,tt0426697
881737130396,tt0426697
881737130495,tt0426697
881737130594,tt0426697
881737130693,tt0426697
881737130891,tt0426697
881737992086,tt0426697
882012000199,tt0028346
882012000786,tt0050381
882012000793,tt0032599
882012000809,tt0038991
882012000816,tt0047542
882012000878,tt0033891
882012001103,tt0041503
882012001134,tt0038988
882012001196,tt0038284
882012001547,tt0017925
882012100059,tt0042832
882012100158,tt0037638
882012100356,tt0026029
882012234143,tt0039152
882012349854,tt0054817
882012410004,tt0083661
882012410035,tt0057298
882012439104,tt0043983
882012439128,tt0092978
882012439173,tt0044420
882012439906,tt0058700
882012439913,tt0034012
882012439968,tt0058983
882012439975,tt0058548
882012600047,tt0037446
882012600085,tt0038494
882012600177,tt0063350
882012600276,tt0031397
882012600399,tt0023694
882012600481,tt0045551
882012600542,tt0022879
882012600580,tt0031580
882012600610,tt0035218
882012600672,tt0031387
882012600788,tt0039645
882012600900,tt0043360
882012696941,tt0047149
882012696958,tt0054033
882012999103,tt0029322
882012999127,tt0051744
882012999165,tt0025420
882012999196,tt0072730
882156100298,tt0455632
883164100294,tt0075005
883316125304,tt0042285
883316125526,tt0065795
883316126004,tt0092225
883316126509,tt0087866
883316126936,tt0045102
883316140222,tt0026134
883316140239,tt0023891
883316140253,tt0025409
883316140260,tt0029454
883316140277,tt0025822
883316155509,tt0053054
883316173572,tt0044852
883316173602,tt0041260
883316173916,tt0039293
883316174708,tt0045816
883316182307,tt0052864
883316182369,tt0078488
883316194461,tt0080500
883316195451,tt0087983
883316197691,tt0057293
883316199442,tt0063098
883316204566,tt0100134
883316212493,tt0082251
883316212721,tt0093440
883316213025,tt0032811
883316219799,tt0045822
883316227374,tt0083822
883316234235,tt0042382
883316236949,tt0102095
883316237342,tt0117791
883316242445,tt0095145
883316242605,tt0089997
883316242629,tt0120376
883316248775,tt0095326
883316271636,tt0086770
883316288221,tt0037610
883316369852,tt0045822
883316369869,tt0052837
883316388884,tt0047162
883316396148,tt0086770
883316397022,tt0069005
883316397138,tt0040271
883316398111,tt0052611
883316441305,tt0162735
883316444375,tt0319758
883316444566,"tt0100949,tt0103284"
883316452172,tt0436857
883316453513,tt0290664
883316453582,tt0427157
883316453599,tt0109294
883316453605,tt0294918
883316453629,tt0120801
883316470312,tt0398982
883316470329,tt0112549
883316470435,tt0257408
883316481318,tt0425087
883316481400,tt0810861
883316487518,tt0271461
883316487822,tt0120086
883316487853,tt0454866
883316487860,tt0070291
883316491232,tt0352520
883316491362,tt0106980
883316492703,tt0110391
883316496503,tt0117201
883316501078,tt0096169
883316501214,tt0368725
883316501238,tt0171259
883316505397,tt0120487
883316506370,tt0119320
883316506387,tt0435657
883316506509,tt0422861
883316515006,tt0086770
883316516478,tt1000771
883316541876,tt0305973
883316605684,tt0110074
883316610022,tt0083806
883316670118,tt0086770
883316715505,tt0086770
883316726914,tt0118691
883316728567,tt0059166
883316728727,tt0091159
883316730409,tt0116768
883316730812,tt0114571
883316755174,tt0106912
883316757154,tt0257850
883316757185,tt0400063
883316761267,tt0104905
883316761281,tt0403217
883316761397,tt0099197
883316769959,tt0450972
883316769966,tt0404802
883316769973,tt0414224
883316770030,tt0477095
883316778531,tt0089264
883316778586,tt0091209
883316789803,tt0087365
883316790656,tt0218505
883316791424,tt0114738
883316791448,tt0477078
883316791677,tt0135706
883316792209,tt0083189
883316792292,tt0363589
883316793206,tt0250256
883316793237,tt0104299
883316799116,tt0434672
883316799185,tt1705977
883316799703,tt0305206
883316799901,tt0327951
883316800065,tt0085031
883316800072,tt0085031
883316800089,tt0085031
883316829776,tt0159206
883316841846,tt0120906
883316841853,tt0119934
883316843796,tt0054393
883316844113,tt0068795
883316857076,tt0063671
883316858035,tt0068245
883316948200,tt0145653
883316948347,tt0168449
883316956267,tt0291341
883316978863,tt0048171
883316995693,tt0084917
883476000428,tt0414924
883476000466,tt0364556
883476000596,tt0896036
883476000602,tt0896036
883476000640,tt0406097
883476000756,tt0795361
883476000763,tt0795361
883476000824,tt0928188
883476000916,tt0949815
883476001982,tt1388340
883476004723,tt0869152
883476004884,tt0847897
883476004921,tt1091617
883476004990,tt1091617
883476005362,tt0337887
883476005379,tt1190617
883476005386,tt1190617
883476005638,tt0460873
883476005645,tt0469694
883476005737,tt1351766
883476005812,tt0419681
883476011103,tt0970462
883476011110,tt0970462
883476011127,tt0970462
883476011141,tt0834541
883476011257,tt1176251
883476011516,tt0770814
883476012056,tt0808399
883476012063,tt0808399
883476012124,tt1228953
883476012179,tt1510981
883476012209,tt1071780
883476012803,tt0808399
883476013022,tt0427954
883476013138,tt0808399
883476013145,tt1338590
883476013220,tt0396857
883476013305,tt1359551
883476013350,tt1198408
883476013664,tt1186365
883476013763,tt1419950
883476013947,tt1419950
883476013978,tt0924129
883476027241,tt1276105
883476027630,tt0910812
883476027715,tt0489049
883476027890,tt0066327
883476028002,tt1119191
883476028217,tt0398913
883476028279,tt1143896
883476028385,tt0066327
883476028491,tt0426459
883476028507,tt0454919
883476028514,tt0468536
883476028620,tt0454082
883476028637,tt0416315
883476028743,tt0431213
883476029429,tt1509119
883476029580,tt0485976
883476030104,tt0433387
883476030135,tt0365485
883476030142,tt0398017
883476030777,tt0427309
883476030784,tt0374089
883476031132,tt0443559
883476031149,tt0443536
883476031347,tt0115820
883476031392,tt0820142
883476031415,tt0362120
883476031705,tt0462396
883476031965,tt1931415
883476032047,tt0375920
883476032702,tt1559359
883476060415,tt1602500
883476060736,tt1230204
883476080116,tt1230204
883476081564,tt1966604
883476091976,tt2008491
883476092430,tt2076220
883476092737,tt2277840
883476092805,tt2188926
883476092928,tt2076220
883476093659,tt0075988
883476131405,tt2788332
883476131412,tt2788332
883476131467,tt0820142
883476142876,tt3106464
883476143187,tt0258351
883476143316,tt1559036
883476143323,tt1559036
883476143736,tt0425056
883476143798,tt2871832
883476144894,tt3062074
883476144900,tt3062074
883476145983,tt2326574
883476145990,tt2326574
883476146676,tt2182972
883476146706,tt2822280
883476146867,tt2182972
883476146874,tt2055709
883476147000,tt3139538
883476147017,tt3139538
883476147772,tt3564200
883476147796,tt2871832
883476148779,tt2124787
883476148786,tt2124787
883476148915,tt3294200
883476149004,tt3899796
883476149011,tt3899796
883476150062,tt2488778
883476150079,tt2488778
883476150598,tt2871832
883476150734,tt0091949
883476151137,tt4946336
883476151601,tt4587740
883476151755,tt0482629
883476151762,tt1778924
883476152554,tt5340362
883476152646,tt0443412
883629031545,tt1016268
883629081380,tt0056923
883629081694,tt0091383
883629081755,tt0057298
883629081830,tt0013427
883629081892,tt0034012
883629081984,tt0045162
883629082103,tt0039035
883629156668,tt0038284
883629157269,tt0035218
883629182742,tt0034613
883629182759,tt0054768
883629182803,tt0031387
883629182865,tt0058700
883629182889,tt0054033
883629182919,tt0017136
883629183039,tt0054393
883629183299,tt0032703
883629184401,tt0058548
883629185293,tt0057547
883629185682,tt0036430
883629185804,tt0037576
883629185859,tt0017925
883629186078,tt0043983
883629250595,tt0027499
883629251356,tt0087004
883629251400,tt0075820
883629251806,tt0056983
883629251981,tt0092978
883629252483,tt0068713
883629252490,tt0053719
883629252759,tt0097707
883629252872,tt0039566
883629253435,tt0034012
883629253664,tt0041179
883629470160,tt0036161
883629486444,tt0039152
883629486598,tt0032247
883629486727,tt0074236
883629487236,tt0023652
883629536330,tt0055452
883629553443,tt0086399
883629614649,tt0056923
883629615349,tt0080768
883904099567,tt0098635
883904099970,tt0800027
883904100010,tt0800027
883904100034,tt0092322
883904100089,tt0891527
883904100126,tt0891527
883904100195,tt0891527
883904100287,tt0795368
883904100584,tt0891527
883904100645,tt0484877
883904100782,tt0780486
883904102878,tt0865957
883904102908,tt0942903
883904102922,tt0094812
883904102953,tt0095082
883904103387,tt0084649
883904103738,tt0805564
883904103769,tt0422783
883904103844,tt0075784
883904103868,tt0098206
883904103882,tt0780486
883904106081,tt0096787
883904107385,tt0805564
883904107736,tt0423977
883904107750,tt0423977
883904107828,tt0101587
883904107910,tt0129695
883904109051,tt0964539
883904109150,tt0116778
883904109624,tt1079444
883904109655,tt1076252
883904109662,tt0348913
883904109815,tt0469429
883904109839,tt1015999
883904109877,tt0038787
883904109914,tt0038109
883904110132,tt0374455
883904111504,tt0094799
883904112242,tt0094862
883904112853,tt0086979
883904114949,tt0068833
883904115199,tt0446676
883904115274,tt0116778
883904116080,tt0098635
883904116363,tt0246460
883904116387,tt0055928
883904116400,tt0082398
883904116424,tt0057076
883904116448,tt0070328
883904116462,tt0093428
883904116486,tt0086034
883904116509,tt0059800
883904116677,tt0246460
883904116691,tt0055928
883904116714,tt0082398
883904116738,tt0057076
883904116752,tt0070328
883904116776,tt0059800
883904116790,tt0865957
883904117186,tt0459272
883904117803,tt0093779
883904118268,tt0844671
883904120902,tt0250494
883904120926,tt0103074
883904123484,tt0074285
883904124542,tt0057413
883904126669,tt0075989
883904132332,tt0057413
883904132585,tt0088258
883904133247,tt0465502
883904133285,tt0465502
883904133674,tt0028212
883904134664,tt0830515
883904134688,tt0830515
883904134787,tt0830515
883904134862,tt0303714
883904135081,tt0830515
883904135142,tt0081398
883904136989,tt0092605
883904137009,tt0388500
883904137023,tt0109831
883904137047,tt0102388
883904137061,tt0093565
883904137085,tt0093693
883904137108,tt0093779
883904137122,tt0122459
883904137146,tt0103074
883904137160,tt0155267
883904137184,tt0108451
883904137207,tt0098635
883904137276,tt0086006
883904137320,tt0086006
883904137368,tt0058150
883904137467,tt0071807
883904137511,tt0079574
883904137566,tt0143145
883904138082,tt0870204
883904138099,tt0870204
883904138143,tt0985699
883904138167,tt0985699
883904138174,tt0985699
883904138242,tt0985699
883904138501,tt0077572
883904138556,tt0116282
883904138808,tt0094012
883904138952,tt0143145
883904138969,tt0058150
883904138976,tt0079574
883904140313,tt0838232
883904140337,tt0838232
883904140344,tt0838232
883904140412,tt0374455
883904140597,tt0985699
883904140764,tt0838232
883904140917,tt0060196
883904141358,tt1015999
883904142775,tt1483803
883904142782,tt1483803
883904143567,tt0061722
883904143604,tt0351977
883904143642,tt0279331
883904143680,tt0100232
883904143727,tt0098206
883904143765,tt0246894
883904143802,tt0313443
883904145356,tt0490499
883904145370,tt0490499
883904148593,tt0063694
883904150213,tt0100157
883904150251,tt0094862
883904151081,tt0260746
883904151517,tt0870204
883904169024,tt1016075
883904169048,tt1016075
883904169055,tt1016075
883904169130,tt1016075
883904169154,tt1016075
883904169161,tt1016075
883904169604,tt0095690
883904169628,tt0891527
883904185871,"tt0250494,tt0333780,tt0102388"
883904190974,tt1286039
883904193746,tt1286039
883904201359,tt0095135
883904205982,tt1231587
883904206002,tt1231587
883904206040,tt1231587
883904206453,tt1231587
883904207801,tt0087461
883904210023,tt0155267
883904215257,tt0129695
883904215370,tt0120744
883904215394,tt0061747
883904216520,tt0075784
883904216537,tt0245803
883904216551,tt0061722
883904216575,tt0251114
883904216582,tt0091217
883904216599,tt0098206
883904216612,tt0351977
883904216636,tt0245562
883904216643,tt0075148
883904216667,tt0077838
883904216681,tt0313443
883904216704,tt0093870
883904216728,tt0246894
883904216735,tt0088247
883904216759,tt0114814
883904216773,tt0465502
883904217275,tt0098160
883904217312,tt0446676
883904217329,tt0078767
883904217763,tt0086979
883904217770,tt0082340
883904217787,tt0107302
883904218098,tt0116282
883904218111,tt0093779
883904218135,tt0102926
883904218173,tt0086006
883904218197,tt0094862
883904218210,tt0094012
883904218234,tt0074285
883904218258,tt0100157
883904220053,tt0384806
883904220336,tt0086006
883904220343,tt0116282
883904220350,tt0114508
883904220619,tt0094812
883904220626,tt0102926
883904220633,tt0074285
883904220640,tt0064072
883904221616,tt1286039
883904221623,tt1286039
883904221692,tt0114436
883904221760,tt0099348
883904221784,tt0099348
883904222149,tt0122690
883904224372,tt0086979
883904224396,tt0082340
883904224419,tt0094812
883904224433,tt0107302
883904225850,tt0062803
883904225874,tt0062803
883904226024,tt0384806
883904226062,tt0114508
883904226086,tt0763840
883904226109,tt0838232
883904226123,tt0079501
883904226147,tt0155267
883904226161,tt0060196
883904226659,tt0122690
883904226673,tt0064072
883904226697,tt0100232
883904227564,tt0100507
883904227588,tt0075148
883904227601,tt0079817
883904227625,tt0084602
883904227762,tt1286039
883904227779,tt1286039
883904228004,tt0075148
883904228028,tt0114814
883904228042,tt0088247
883904228172,"tt0250494,tt0333780,tt1015999"
883904228356,tt0079501
883904228387,tt0838232
883904228455,tt0091763
883904228479,tt0057115
883904230120,tt0081398
883904230175,tt0061452
883904230359,tt0095690
883904230410,tt0098635
883904230496,tt0352277
883904230533,tt0076451
883904232032,tt0095953
883904232056,tt0056218
883904232070,tt0112818
883904232094,tt0113627
883904232117,tt0395169
883904232278,tt0059245
883904232292,tt0084649
883904232513,tt0103074
883904232667,tt0246894
883904232674,tt0100232
883904232681,tt0279331
883904232698,tt0155267
883904232704,tt0090180
883904232964,tt0109831
883904232988,tt0067093
883904233008,tt0093565
883904233176,tt0104040
883904233190,tt0104438
883904233213,tt0295289
883904233237,tt0484877
883904233282,tt0106387
883904233305,tt0093693
883904233329,tt0107616
883904233381,tt0805564
883904233398,tt0053291
883904233473,tt0218922
883904233497,tt0795368
883904233503,tt0068833
883904233916,tt0093779
883904234616,tt0250494
883904234647,tt0333780
883904234722,tt0096787
883904234753,tt0433412
883904234807,tt0115509
883904234890,tt1076252
883904235163,tt0114287
883904235194,tt0351977
883904235217,tt0313443
883904235231,tt0098206
883904236429,tt0058461
883904236443,tt0059578
883904236467,tt0054047
883904237815,tt0082134
883904237877,tt0074559
883904239062,tt0094142
883904239260,tt0100502
883904241041,tt0094012
883904241065,tt0114436
883904241089,tt0985699
883904241102,tt0120744
883904241126,tt0094812
883904241430,tt0086979
883904241706,tt0069197
883904242239,tt0079817
883904242253,tt0084602
883904242291,tt0100507
883904242369,tt0061747
883904242390,tt0377471
883904242420,tt0057193
883904242451,tt0113161
883904242482,tt0101587
883904242512,tt0095031
883904242543,tt0090685
883904242802,tt1286039
883904242895,tt0091474
883904242956,tt0095159
883904242987,tt0060196
883904243007,tt0763840
883904243144,tt0102744
883904245216,tt0055614
883904245230,tt0055614
883904245681,tt0055614
883904246947,tt0080661
883904249375,tt0093693
883904249382,tt0106387
883904249443,tt0101587
883904249450,tt0454824
883904249467,tt0433412
883904249481,tt0114287
883904249498,tt0089841
883904249511,tt0100232
883904249528,tt0085970
883904249535,tt0079501
883904249542,tt0113627
883904249566,tt0091217
883904249573,tt0109831
883904249580,tt0087265
883904249597,tt0095082
883904249603,tt0085475
883904249610,tt0095031
883904249627,tt0104040
883904249634,tt0087089
883904249641,tt0245803
883904249658,tt0094812
883904249665,tt0075784
883904249672,tt0096928
883904249689,tt0092605
883904249702,tt0313911
883904249726,tt0098206
883904249733,tt0090685
883904249764,tt0095953
883904249771,tt0093565
883904249788,tt0250494
883904249795,tt0326900
883904249818,tt0095159
883904250777,tt0093870
883904250784,tt0102744
883904250852,tt0078767
883904250876,tt0107302
883904250890,tt0094862
883904250913,tt0100157
883904251439,tt0091954
883904252498,tt0038787
883904252528,tt0038109
883904253389,tt1231587
883904254751,tt0062803
883904254812,tt0062803
883904256427,tt0075686
883904256540,tt0098627
883904257073,tt0091534
883904259671,tt0079522
883904266273,"tt0055928,tt0057076,tt0058150,tt0059800,tt0062512,tt0066995,tt0064757,tt0071807,tt0076752,tt0079574,tt0082398,tt0086034,tt0090264,tt0093428,tt0097742,tt0113189,tt0120347,tt0143145,tt0070328,tt0246460,tt0381061,tt0830515"
883904266372,tt0062512
883904266419,tt0066995
883904266891,tt0091217
883904267072,tt0086034
883904267096,tt0090264
883904267119,tt0093428
883904267157,tt0113189
883904267171,tt0120347
883904267232,tt0076752
883904267607,tt0120347
883904267621,tt0143145
883904267645,tt0246460
883904267966,tt0094012
883904268024,tt0088936
883904268048,tt0085862
883904268260,tt0093779
883904268321,tt0090927
883904268338,tt0263488
883904268352,tt0092076
883904268413,tt0087727
883904268574,tt0830515
883904268598,tt0381061
883904270133,tt0964539
883904274001,tt0378109
883904274070,tt0379725
883904274681,tt0089003
883904275824,tt0378109
883904283119,tt0479143
883904283133,tt0479143
883904283492,tt0095444
883904283515,tt0086567
883904283805,tt0087985
883904283997,tt0097138
883904284017,tt0099385
883904284031,tt0101764
883904284154,"tt0109831,tt0095159,tt0093565"
883904284628,tt1234719
883904284642,tt1234719
883904284697,tt1234719
883904284710,tt1234719
883904284901,tt0091167
883904284925,tt0096928
883904286028,tt0379725
883904290667,tt0415978
883904293699,tt1939659
883904293712,tt1939659
883904293750,tt1939659
883904294009,tt0088247
883904295112,tt0381061
883904299486,tt0381061
883904299509,tt0830515
883904299806,tt1234721
883904299851,tt1234721
883904301639,tt0088915
883904301646,tt0098627
883904301691,tt0079501
883904301707,tt0079501
883904303657,tt1234721
883904303718,tt0274309
883904303763,tt0159291
883904303770,tt0088758
883904303794,tt0118702
883904303831,tt0082090
883904303848,tt0870204
883904303879,tt0045603
883904303916,tt0254199
883904303992,tt0101882
883904304029,tt0109891
883904304036,tt0460812
883904304074,tt0095303
883904304128,tt0795403
883904304272,tt0206113
883904304319,tt0089565
883904304418,tt0368913
883904304463,tt0105130
883904304494,tt0069134
883904304562,tt0081528
883904304616,tt0326664
883904304623,tt0096211
883904304678,tt0448166
883904304685,tt0120402
883904304722,tt0098623
883904304784,tt0379593
883904304876,tt0067093
883904306856,tt0075148
883904306894,tt0093870
883904307372,tt0078872
883904308591,tt0381061
883904308607,tt0054047
883904308614,tt0091763
883904308621,tt0830515
883904309154,tt0095953
883904309819,tt0060196
883904309994,tt0082340
883904320722,tt0074285
883904321439,tt1355630
883904321484,tt1355630
883904323075,tt0099348
883904323174,tt0381061
883904328308,tt0114814
883904329015,tt0093779
883904330714,tt2379713
883904330769,tt2379713
883904330868,tt0094012
883904330899,tt0088247
883904330929,tt0088247
883904330943,tt0094012
883904330998,tt0079501
883904331162,tt0113161
883904331186,tt0377471
883904331216,tt0087985
883904331230,tt0081398
883904331254,tt0101587
883904331278,tt0114436
883904331292,tt0098206
883904331315,tt0113161
883904331339,tt0377471
883904331353,tt0087985
883904331377,tt0081398
883904331391,tt0101587
883904331414,tt0114436
883904333012,tt0143145
883904333050,tt0120347
883904333067,tt0120347
883904333074,tt0055928
883904333098,tt0082398
883904333111,tt0057076
883904333135,tt0113189
883904333159,tt0058150
883904333173,tt0070328
883904333197,tt0093428
883904333210,tt0071807
883904333234,tt0079574
883904333258,tt0086034
883904333296,tt0076752
883904333319,tt0059800
883904333333,tt0090264
883904333357,tt0062512
883904333371,tt0066995
883904333395,tt0246460
883904333418,tt0830515
883904333432,tt0381061
883904333777,tt0143145
883904333814,tt0120347
883904333838,tt0055928
883904333852,tt0082398
883904333876,tt0057076
883904333890,tt0113189
883904333913,tt0058150
883904333937,tt0070328
883904333951,tt0093428
883904333975,tt0071807
883904333999,tt0079574
883904334019,tt0086034
883904334057,tt0076752
883904334071,tt0059800
883904334095,tt0090264
883904334118,tt0062512
883904334132,tt0066995
883904334156,tt0246460
883904334170,tt0830515
883904334194,tt0381061
883904343004,tt0212985
883904343394,tt0100157
883904343400,tt0075148
883904353461,tt0079501
883904353485,tt0114814
883904360230,tt0093779
883904360254,tt0093779
883904360995,tt5834204
883904361008,tt5834204
883904361114,tt1137450
883904361121,tt1137450
883904361145,tt1137450
883904361930,tt5834204
883904362043,tt0079501
883904364405,tt5834204
883904364429,tt5834204
883929000470,tt0338751
883929001798,tt0086879
883929002429,tt0051658
883929002443,tt0099685
883929002467,tt0105695
883929002481,tt0043278
883929002498,tt0027698
883929002511,tt0035093
883929002528,tt0056264
883929002535,tt0407887
883929002542,tt0407887
883929002726,tt0022403
883929002771,tt0048171
883929002931,tt0086200
883929003068,tt0112495
883929003075,tt0822858
883929003389,tt0051658
883929003396,tt0085271
883929003518,tt0087363
883929003549,tt0110148
883929003556,tt0094721
883929003914,tt0056751
883929003952,tt0043278
883929004058,tt0068327
883929004126,tt0102138
883929004157,tt0089791
883929004171,tt0073486
883929004300,tt0094721
883929004607,tt0476964
883929004904,tt0787505
883929005376,tt0066999
883929005420,tt0996967
883929005444,tt0996967
883929005505,tt0073486
883929005932,tt0362192
883929005963,tt0049314
883929006007,tt0847150
883929006533,tt0956038
883929006991,tt0907676
883929007530,tt0054135
883929007615,tt0098193
883929007691,tt0070047
883929007738,tt1018723
883929007844,tt1031254
883929008292,tt0480249
883929008483,tt0902272
883929008865,tt0405159
883929008902,tt0410297
883929009350,tt0851430
883929009497,tt0092580
883929010790,tt0066999
883929010943,tt0466731
883929011124,tt0067525
883929011650,tt0120663
883929011667,tt0120663
883929012053,tt0120663
883929012060,tt0120663
883929012466,tt1020990
883929012961,tt0361217
883929013401,tt0119189
883929013852,tt0996979
883929014446,tt0381980
883929014453,tt1186373
883929014897,tt0086200
883929015016,tt0431308
883929015023,tt0431308
883929016938,tt0181852
883929017690,tt0372784
883929018062,tt0159206
883929018079,tt0159206
883929018086,tt0159206
883929018093,tt0159206
883929018109,tt0159206
883929018116,tt0159206
883929018123,tt0159206
883929018130,tt0159206
883929018413,tt1181716
883929018567,tt0181852
883929018581,tt1059905
883929018970,tt0056751
883929020027,tt1186373
883929020416,tt0043278
883929020447,tt0051658
883929020775,tt1186373
883929020843,tt0089767
883929020867,tt0480249
883929021000,tt1064936
883929022342,tt1130080
883929022458,tt0934814
883929023172,tt0061512
883929023646,tt0851851
883929023653,tt1185834
883929023844,tt0218127
883929023851,tt0329390
883929024292,tt0898266
883929024315,tt0093437
883929024322,tt0925266
883929024452,tt0480249
883929024698,tt0770752
883929025077,tt0108399
883929025176,tt0851851
883929025404,tt0427392
883929025787,tt0034583
883929025848,tt0498380
883929026104,tt1000771
883929026272,tt0056085
883929026289,tt0416449
883929026333,tt0034583
883929026487,tt0056085
883929026623,tt0043949
883929027231,tt0102138
883929028764,tt0425413
883929028825,tt1185834
883929029419,tt0112579
883929029518,tt0934814
883929029778,tt0096895
883929030002,"tt0244000,tt0100994"
883929030460,tt0403508
883929030491,tt0403508
883929031276,tt0260695
883929031283,tt0468569
883929031467,tt0811080
883929031566,tt0758774
883929031757,tt1059905
883929031979,tt0233469
883929031993,tt0114069
883929032006,tt0076070
883929033003,tt0066832
883929033010,tt0075029
883929033058,tt1213574
883929033065,tt1019454
883929033164,tt1205489
883929033171,tt1205489
883929033249,tt1205489
883929033270,tt0934706
883929033492,tt0077523
883929033539,tt0082089
883929033546,tt0114781
883929033690,tt0102138
883929034178,tt0925266
883929034192,"tt0403508,tt1018785"
883929034635,tt0468569
883929035175,tt0146838
883929035403,tt0436992
883929035427,tt0086066
883929035663,tt1071358
883929035670,tt0403508
883929035700,tt0116213
883929035953,"tt0133093,tt0234215,tt0242653,tt0328832"
883929036226,tt0059927
883929036288,tt0338348
883929036516,tt1185834
883929036653,tt1031254
883929036660,tt0338348
883929036882,tt0086879
883929037148,tt0034583
883929037186,tt1068680
883929037193,tt1032755
883929037209,tt1130080
883929037476,tt0043949
883929037506,tt1032755
883929037520,tt1186367
883929037827,tt1197628
883929037834,tt0362478
883929037919,tt1197628
883929037926,tt0399146
883929038275,tt0438488
883929038374,tt0106856
883929039159,tt0133093
883929039166,tt0102798
883929039258,tt0117913
883929039265,tt0107798
883929039425,tt1071358
883929039463,tt0031381
883929039616,tt0934814
883929039739,tt0031381
883929039975,tt0106673
883929039982,tt0112346
883929039999,tt0116996
883929040575,tt0094721
883929041152,tt0087363
883929042272,tt0032138
883929042562,tt0442632
883929043477,tt0032138
883929044238,tt1018785
883929044245,tt1018785
883929044252,tt1018785
883929044771,tt0453548
883929047031,tt0238784
883929047048,tt0238784
883929047505,tt0787523
883929047871,tt1058017
883929047956,tt0238784
883929047963,tt0238784
883929047970,tt0238784
883929047987,tt0238784
883929048458,tt0238784
883929048694,tt1148204
883929048700,tt1213574
883929048830,tt0844441
883929048861,tt0425061
883929049387,tt0438488
883929049394,tt1186367
883929049400,tt1148204
883929049561,tt1058017
883929049783,tt0108757
883929050376,tt0081747
883929051052,tt0107843
883929051069,tt0086837
883929051076,tt0098439
883929051083,tt0094602
883929051496,tt0085031
883929051830,tt1186342
883929052240,tt0468569
883929052486,tt0053125
883929053353,tt0112462
883929053377,tt0118688
883929053919,tt1032755
883929054213,tt1059905
883929054251,tt0787523
883929055586,tt0086770
883929055609,tt0024216
883929055654,tt0758774
883929056545,tt1068680
883929056729,tt0110632
883929056958,tt0043278
883929056965,tt0051658
883929056972,tt0110632
883929057153,tt0114622
883929057337,tt0032138
883929057344,tt0032138
883929057351,tt0758774
883929057436,tt0031381
883929057443,tt0067992
883929057528,tt0362478
883929057771,tt0409459
883929057788,tt0409459
883929057795,tt0409459
883929057825,tt0438488
883929057832,tt1119646
883929057955,tt0397442
883929058006,tt1119646
883929058020,tt0934814
883929058037,tt1119646
883929058051,tt0409459
883929058204,tt0318883
883929058341,tt1100119
883929058860,tt1100119
883929058990,tt1020876
883929059065,tt0417741
883929059164,tt0417741
883929059430,tt1075747
883929060948,tt1057500
883929061143,tt1075747
883929061150,tt1020876
883929061167,tt1057500
883929061334,tt0073486
883929061563,tt0416449
883929061624,tt0428803
883929062225,tt1322240
883929062454,tt0055471
883929062812,tt0073486
883929062843,tt0107050
883929063017,tt1322240
883929063390,tt0080716
883929063772,tt0844441
883929063857,tt0031381
883929064045,tt1032755
883929064137,tt0327554
883929064144,tt0118884
883929064380,tt0120184
883929064397,tt0097162
883929064403,tt0093692
883929064410,tt0083767
883929064953,tt0053125
883929065004,tt0082679
883929065585,tt0925266
883929065837,tt0047522
883929065950,tt0092086
883929066094,tt0442632
883929066131,tt0956038
883929066353,tt0133093
883929066490,tt1068680
883929066568,tt0288477
883929066582,tt0925266
883929067473,tt0082136
883929067688,"tt0107050,tt0113228"
883929067701,"tt0185371,tt0827782"
883929067985,tt0409459
883929068166,tt0386117
883929068289,tt0863046
883929069934,tt1398941
883929069941,tt1384590
883929069958,tt1384590
883929070633,tt1384590
883929070640,tt0241527
883929070756,tt0295297
883929070763,tt0241527
883929070770,tt0295297
883929071036,tt0242653
883929071203,tt0332452
883929071456,tt0234215
883929071463,tt0133093
883929071470,tt0360486
883929071494,tt0416449
883929071890,tt0758751
883929072552,tt0898266
883929073337,tt0113277
883929073597,"tt0096895,tt0103776,tt0112462,tt0118688"
883929073795,tt1068680
883929073801,tt1205489
883929073870,tt0120768
883929073887,tt0074812
883929073917,tt0242653
883929073924,tt0234215
883929073931,tt0133093
883929073948,tt0434409
883929073979,tt0480249
883929074181,tt0115378
883929074327,tt0066997
883929074372,tt0304141
883929074624,tt0480249
883929074631,tt0366548
883929074648,tt0330373
883929074808,tt0372784
883929074815,tt0304141
883929074822,tt0304141
883929074839,tt0330373
883929074846,tt0330373
883929074853,tt0295297
883929074860,tt0373889
883929074877,tt0241527
883929074969,tt0097958
883929074976,tt1394329
883929075089,tt0097958
883929075584,tt0093409
883929075591,tt0097733
883929075676,tt0118971
883929075683,tt0118883
883929075690,tt0309377
883929075768,tt0934814
883929076062,tt0120768
883929076079,tt0105104
883929076086,tt0120787
883929076093,tt0086197
883929076109,tt0082694
883929076116,tt0102266
883929076352,tt0104714
883929076369,tt0122151
883929076376,tt0055047
883929076383,tt0089530
883929076390,tt0328099
883929076451,tt0327056
883929077038,tt0111255
883929077199,tt0244244
883929077236,tt0117918
883929077243,tt0105690
883929077250,tt0190138
883929077359,tt0097162
883929077366,tt0083767
883929077373,tt0120184
883929077380,tt0093692
883929077441,tt0107050
883929077465,tt0080716
883929077571,tt0851851
883929077588,tt0851851
883929077670,tt0233469
883929077991,tt0098439
